code,name,id
H83.0,Labyrinthitis,APHgjyzDayM
H83.1,Labyrinthine fistula,VGzb5I8zNV9
H83.2,Labyrinthine dysfunction,dsd1ougW2iO
H83.3,Noise effects on inner ear,yzbuhYsCHhq
H83.8,Other specified diseases of inner ear,PXLQkUqutzn
H83.9,"Disease of inner ear, unspecified",rgHXeAWOD3r
H90,Conductive and sensorineural hearing loss,zu8WyvVTwCT
H90.0,"Conductive hearing loss, bilateral",WqE7D5rVfKq
H90.1,"Conductive hearing loss, unilateral with unrestricted hearing on the contralateral side",KVidwUcWozQ
H90.2,"Conductive hearing loss, unspecified",m0WW9Q7MicQ
H90.3,"Sensorineural hearing loss, bilateral",wxW0FK9eoq8
H90.4,"Sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side",L7Nv91XDbLE
H90.5,"Sensorineural hearing loss, unspecified",bfPCeGEy0Iy
H90.6,"Mixed conductive and sensorineural hearing loss, bilateral",UEbEmOZJ7CJ
H90.7,"Mixed conductive and sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side",NswaI6sjQvu
H90.8,"Mixed conductive and sensorineural hearing loss, unspecified",tgkIJY8NMdy
H91,Other hearing loss,TMdcds3l9Wm
H91.0,Ototoxic hearing loss,iNtgZFFXCBY
H91.1,Presbycusis,SYEvk0Bv18J
H91.2,Sudden idiopathic hearing loss,kjehfCOMOdi
H91.3,"Deaf mutism, not elsewhere classified",SV23WTFx4qe
H91.8,Other specified hearing loss,n3K0AQlZgSt
H91.9,"Hearing loss, unspecified",sKu0K6zSlbH
H92,Otalgia and effusion of ear,MyLNzDkCUAL
H92.0,Otalgia,it57GBj3lcz
H92.1,Otorrhoea,F2sgrICzmMI
H92.2,Otorrhagia,GamnDiraoHZ
H93,"Other disorders of ear, not elsewhere classified",zVnKwopj9Lo
H93.0,Degenerative and vascular disorders of ear,PJI8LQmsYwq
H93.1,Tinnitus,cUQcvM7uoQ6
H93.2,Other abnormal auditory perceptions,IzmCxU0rWoJ
H93.3,Disorders of acoustic nerve,RSjTWRVRbUF
H93.8,Other specified disorders of ear,t8cNYN4HENS
H93.9,"Disorder of ear, unspecified",z1rb0f2rgJB
H94,Other disorders of ear in diseases classified elsewhere,lwLpzGGiejk
H94.0,Acoustic neuritis in infectious and parasitic diseases classified elsewhere,WDkxnrr6Cja
H94.8,Other specified disorders of ear in diseases classified elsewhere,Hl9W5DgHNls
H95,"Postprocedural disorders of ear and mastoid process, not elsewhere classified",zfIMStBoCRk
H95.0,Recurrent cholesteatoma of postmastoidectomy cavity,HjoJ5b1KXCW
H95.1,Other disorders following mastoidectomy,GT1w1TpeLAv
H95.8,Other postprocedural disorders of ear and mastoid process,OV01UELm00j
H95.9,"Postprocedural disorder of ear and mastoid process, unspecified",hrlH6japTgX
I00,Rheumatic fever without mention of heart involvement,E17F69V3Lfi
I01,Rheumatic fever with heart involvement,xrMcpbNYXZY
I01.0,Acute rheumatic pericarditis,Wm11SWPjYk8
I01.1,Acute rheumatic endocarditis,T8j23XynOWL
I01.2,Acute rheumatic myocarditis,JMiMF5xO9iS
I01.8,Other acute rheumatic heart disease,f31koRrOXRJ
I01.9,"Acute rheumatic heart disease, unspecified",vuCOzfG7hP9
I02,Rheumatic chorea,UfVigKihwPg
I02.0,Rheumatic chorea with heart involvement,e5qCnfWVVlX
I02.9,Rheumatic chorea without heart involvement,zfiKpCda2LU
I05,Rheumatic mitral valve diseases,GF0uyvRr08P
I05.0,Mitral stenosis,dN2oWeB1GCO
I05.1,Rheumatic mitral insufficiency,sWQ2d1HyOTb
I05.2,Mitral stenosis with insufficiency,i8Yji1K0LH5
I05.8,Other mitral valve diseases,hqHc4LhDy2v
I05.9,"Mitral valve disease, unspecified",ZMtziYYnZ9l
I06,Rheumatic aortic valve diseases,Iz1Z7n6vjZh
I06.0,Rheumatic aortic stenosis,kXWpyxsh7iJ
I06.1,Rheumatic aortic insufficiency,XLz26dFFdLf
I06.2,Rheumatic aortic stenosis with insufficiency,d5x2oyw3uah
I06.8,Other rheumatic aortic valve diseases,Bd4oz8vqvYR
I06.9,"Rheumatic aortic valve disease, unspecified",eZ1UfCr6lUG
I07,Rheumatic tricuspid valve diseases,AIgTyc6VG2S
I07.0,Tricuspid stenosis,e59mv0Xu7oR
I07.1,Tricuspid insufficiency,Rkw31Cvj8yG
I07.2,Tricuspid stenosis with insufficiency,yVxTRXoTnCx
I07.8,Other tricuspid valve diseases,U9OuiJewKFN
I07.9,"Tricuspid valve disease, unspecified",Lc2ovfhvnLS
I08,Multiple valve diseases,N824BOOq1B7
I08.0,Disorders of both mitral and aortic valves,BpYQWqLoJ0t
I08.1,Disorders of both mitral and tricuspid valves,Nw7uy3lbEn7
I08.2,Disorders of both aortic and tricuspid valves,KPyX4CpFDKn
I08.3,"Combined disorders of mitral, aortic and tricuspid valves",V4VUJKQzvwA
I08.8,Other multiple valve diseases,HScKmFYETNY
I08.9,"Multiple valve disease, unspecified",g0pulYB1ko9
I09,Other rheumatic heart diseases,Tzr3Bh1HLzS
I09.0,Rheumatic myocarditis,LdmdQjnYhqc
I09.1,"Rheumatic diseases of endocardium, valve unspecified",uMVxG2T9nMI
I09.2,Chronic rheumatic pericarditis,opHJpC7yzJi
I09.8,Other specified rheumatic heart diseases,ZTTq4Ia2vHn
I09.9,"Rheumatic heart disease, unspecified",dEQuHk2wlmB
I10,Essential (primary) hypertension,rnI7lQTLu34
I11,Hypertensive heart disease,ewPsNvzUkTp
I11.0,Hypertensive heart disease with (congestive) heart failure,fPrWLt0gsoR
I11.9,Hypertensive heart disease without (congestive) heart failure,HKdGq5sOrtW
I12,Hypertensive renal disease,Q8syYn5Nbjt
I12.0,Hypertensive renal disease with renal failure,QdN26TzuX0G
I12.9,Hypertensive renal disease without renal failure,dlqLAi5O7XS
I13,Hypertensive heart and renal disease,Kn8MCYzTY04
I13.0,Hypertensive heart and renal disease with (congestive) heart failure,LautodIPtPt
I13.1,Hypertensive heart and renal disease with renal failure,JArRfObN3id
I13.2,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,oxAuHeinWFO
I13.9,"Hypertensive heart and renal disease, unspecified",Zhpltj5h6Vg
I15,Secondary hypertension,jVy48fSqEF0
I15.0,Renovascular hypertension,zDzn1vPhHMQ
I15.1,Hypertension secondary to other renal disorders,viCbb0cqbma
I15.2,Hypertension secondary to endocrine disorders,GA67DSkFn3L
I15.8,Other secondary hypertension,obtMcdDvPeQ
I15.9,"Secondary hypertension, unspecified",eBo0UA7lxDT
I20,Angina pectoris,mU7O2cdjzzh
I20.0,Unstable angina,HHbaxtNri6B
I20.1,Angina pectoris with documented spasm,zcW2t5dnKqX
I20.8,Other forms of angina pectoris,I2q5jGlUJT0
I20.9,"Angina pectoris, unspecified",eEuJt2jdzYS
I21,Acute myocardial infarction,tyykp7PiUsC
I21.0,Acute transmural myocardial infarction of anterior wall,QgZ4CySefEF
I21.1,Acute transmural myocardial infarction of inferior wall,dSIC0i0sFN7
I21.2,Acute transmural myocardial infarction of other sites,uCazH8B3cy8
I21.3,Acute transmural myocardial infarction of unspecified site,z9DPoZW9J54
I21.4,Acute subendocardial myocardial infarction,ybHSUVcntaW
I21.9,"Acute myocardial infarction, unspecified",tk0J5AyCY6T
I22,Subsequent myocardial infarction,CMU5zHxqy2l
I22.0,Subsequent myocardial infarction of anterior wall,dTqIO1fwDIg
I22.1,Subsequent myocardial infarction of inferior wall,TQ4ghrWEiOO
I22.8,Subsequent myocardial infarction of other sites,Vd2GHhUaezY
I22.9,Subsequent myocardial infarction of unspecified site,L6wZxj5lhCH
I23,Certain current complications following acute myocardial infarction,vvIenqBxXPk
I23.0,Haemopericardium as current complication following acute myocardial infarction,YvnFOibIrlC
I23.1,Atrial septal defect as current complication following acute myocardial infarction,wuV8yV15XsD
I23.2,Ventricular septal defect as current complication following acute myocardial infarction,VHCLZzNmS4I
I23.3,Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction,RATSazH7q9c
I23.4,Rupture of chordae tendineae as current complication following acute myocardial infarction,Jv4thliBUyW
I23.5,Rupture of papillary muscle as current complication following acute myocardial infarction,XwOroTt01mx
I23.6,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction",A2iR4aENzPf
I23.8,Other current complications following acute myocardial infarction,qCVI0Ac0A9E
I24,Other acute ischaemic heart diseases,VjFmWHJYPXg
I24.0,Coronary thrombosis not resulting in myocardial infarction,aCMRUgLEPRs
I24.1,Dressler syndrome,oKRL9GGRzF3
I24.8,Other forms of acute ischaemic heart disease,YZgIIs2tdmZ
I24.9,"Acute ischaemic heart disease, unspecified",iFhlT40aZMj
I25,Chronic ischaemic heart disease,y2jQTWj5XOE
I25.0,"Atherosclerotic cardiovascular disease, so described",xxsUTooFRcA
I25.1,Atherosclerotic heart disease,ScOFCOVeNsu
I25.2,Old myocardial infarction,Dp9pIOeH5Ka
I25.3,Aneurysm of heart,llvnTioKmR2
I25.4,Coronary artery aneurysm and dissection,ePf4eH8NNk8
I25.5,Ischaemic cardiomyopathy,px1wsywEntN
I25.6,Silent myocardial ischaemia,v5SOTdyjyuH
I25.8,Other forms of chronic ischaemic heart disease,NahGucN68aa
I25.9,"Chronic ischaemic heart disease, unspecified",l5E8EaHZibM
I26,Pulmonary embolism,HKolq5DB8nn
I26.0,Pulmonary embolism with mention of acute cor pulmonale,jlZj0f4u5fk
I26.9,Pulmonary embolism without mention of acute cor pulmonale,mxzpv367lKZ
I27,Other pulmonary heart diseases,RiCu0hqx1mu
I27.0,Primary pulmonary hypertension,LLpkJsoB7n5
I27.1,Kyphoscoliotic heart disease,jyl27rxlEjR
I27.2,Other secondary pulmonary hypertension,VvZHupc05yX
I27.8,Other specified pulmonary heart diseases,wpBho8i8r38
I27.9,"Pulmonary heart disease, unspecified",EulfgIM9p8t
I28,Other diseases of pulmonary vessels,jM1QY2Fv9Nb
I28.0,Arteriovenous fistula of pulmonary vessels,AN5aqlB7T7s
I28.1,Aneurysm of pulmonary artery,mYTlX5xGRmh
I28.8,Other specified diseases of pulmonary vessels,w1xQEoEvrin
I28.9,"Disease of pulmonary vessels, unspecified",gTLn20CsQSd
I30,Acute pericarditis,gBozR8H9So3
I30.0,Acute nonspecific idiopathic pericarditis,R96GfEsgltz
I30.1,Infective pericarditis,miNXvRTi0sx
I30.8,Other forms of acute pericarditis,Zn4smY2kDye
I30.9,"Acute pericarditis, unspecified",yILPZjigCvx
I31,Other diseases of pericardium,VetyW7Miwk4
I31.0,Chronic adhesive pericarditis,VDDwshmchU7
I31.1,Chronic constrictive pericarditis,Aks7pDefk21
I31.2,"Haemopericardium, not elsewhere classified",qz0aNNYRqYF
I31.3,Pericardial effusion (noninflammatory),BQXYU9z6f0v
I31.8,Other specified diseases of pericardium,PYpLOgClXW7
I31.9,"Disease of pericardium, unspecified",VZ0oeOc72rp
I32,Pericarditis in diseases classified elsewhere,NAVfuLZLX27
I32.0,Pericarditis in bacterial diseases classified elsewhere,kwbfWs6ZGCM
I32.1,Pericarditis in other infectious and parasitic diseases classified elsewhere,HHSAas62iKF
I32.8,Pericarditis in other diseases classified elsewhere,tKbldNrV6v8
I33,Acute and subacute endocarditis,lWkc5xlb8CG
I33.0,Acute and subacute infective endocarditis,Do2EmBTGinq
I33.9,"Acute endocarditis, unspecified",Af2DD7bfLkA
I34,Nonrheumatic mitral valve disorders,k1fv1hkA86Q
I34.0,Mitral (valve) insufficiency,zy5VzZt1jNC
I34.1,Mitral (valve) prolapse,TfwgumFrp04
I34.2,Nonrheumatic mitral (valve) stenosis,pdfy6ih0uuN
I34.8,Other nonrheumatic mitral valve disorders,I5QapVBLXB8
I34.9,"Nonrheumatic mitral valve disorder, unspecified",wyFmfApmBKu
I35,Nonrheumatic aortic valve disorders,aX0v6Ec9C2l
I35.0,Aortic (valve) stenosis,nvb77Ir0CzA
I35.1,Aortic (valve) insufficiency,ssNxGUuNYhQ
I35.2,Aortic (valve) stenosis with insufficiency,d6bCfInq93s
I35.8,Other aortic valve disorders,zyrJC3CeCay
I35.9,"Aortic valve disorder, unspecified",FKQLmK4yVLD
I36,Nonrheumatic tricuspid valve disorders,DPm5cKFE41Y
I36.0,Nonrheumatic tricuspid (valve) stenosis,BKdCz2w4JYn
I36.1,Nonrheumatic tricuspid (valve) insufficiency,yFmHqj5u5wC
I36.2,Nonrheumatic tricuspid (valve) stenosis with insufficiency,SmQNVI9wFCf
I36.8,Other nonrheumatic tricuspid valve disorders,HSRpjzQ0buD
I36.9,"Nonrheumatic tricuspid valve disorder, unspecified",zW6mHUI70cj
I37,Pulmonary valve disorders,qw92aVXHgqQ
I37.0,Pulmonary valve stenosis,UlSP7GrGjL9
I37.1,Pulmonary valve insufficiency,kMibfl94dGL
I37.2,Pulmonary valve stenosis with insufficiency,DIBOldtWglP
I37.8,Other pulmonary valve disorders,JVFtOFXDNIt
I37.9,"Pulmonary valve disorder, unspecified",Ozgr620O72L
I38,"Endocarditis, valve unspecified",BxvmdlxaGHj
I39,Endocarditis and heart valve disorders in diseases classified elsewhere,pezuTovLF50
I39.0,Mitral valve disorders in diseases classified elsewhere,md366gBSoAL
I39.1,Aortic valve disorders in diseases classified elsewhere,FeWly9pxLHu
I39.2,Tricuspid valve disorders in diseases classified elsewhere,XEdzQmaQuH2
I39.3,Pulmonary valve disorders in diseases classified elsewhere,xPKJgJrVKDy
I39.4,Multiple valve disorders in diseases classified elsewhere,q9W8h6LEzWj
I39.8,"Endocarditis, valve unspecified, in diseases classified elsewhere",zrkSA9PlRPL
I40,Acute myocarditis,n0V96Zgxxpm
I40.0,Infective myocarditis,f7F0WmwaVR9
I40.1,Isolated myocarditis,JQMxOkseYg7
I40.8,Other acute myocarditis,jPfqsUXN2nJ
I40.9,"Acute myocarditis, unspecified",dSdxlrqpJjK
I41,Myocarditis in diseases classified elsewhere,DpK3tdQUimY
I41.0,Myocarditis in bacterial diseases classified elsewhere,jfNVmZikP9q
I41.1,Myocarditis in viral diseases classified elsewhere,ZqSqZPqu5VC
I41.2,Myocarditis in other infectious and parasitic diseases classified elsewhere,Pb1AQjpq4fx
I41.8,Myocarditis in other diseases classified elsewhere,SD46fzhv0bn
I42,Cardiomyopathy,F3mVntYJdzb
I42.0,Dilated cardiomyopathy,kGZ0E1Zx7ut
I42.1,Obstructive hypertrophic cardiomyopathy,yhz3qjXXYCm
I42.2,Other hypertrophic cardiomyopathy,nf9WfRJD8Fl
I42.3,Endomyocardial (eosinophilic) disease,uGl019E5Lee
I42.4,Endocardial fibroelastosis,QiHJRcbQh9p
I42.5,Other restrictive cardiomyopathy,IfCSMq91v1R
I42.6,Alcoholic cardiomyopathy,vP5z5rkimLv
I42.7,Cardiomyopathy due to drugs and other external agents,aRnuDyJsJjy
I42.8,Other cardiomyopathies,hRfk5LM4QJK
I42.9,"Cardiomyopathy, unspecified",ofMi4ybGsWW
I43,Cardiomyopathy in diseases classified elsewhere,BklEsQ2H9Uc
I43.0,Cardiomyopathy in infectious and parasitic diseases classified elsewhere,s0C4XCxFBlB
I43.1,Cardiomyopathy in metabolic diseases,TWMnwML49j2
I43.2,Cardiomyopathy in nutritional diseases,qSr0nld7t14
I43.8,Cardiomyopathy in other diseases classified elsewhere,z0TerhwaGe8
I44,Atrioventricular and left bundle-branch block,FK6qqZGmySq
I44.0,"Atrioventricular block, first degree",ftAeGkngkLU
I44.1,"Atrioventricular block, second degree",ejRczIsW5aS
I44.2,"Atrioventricular block, complete",fT1K2ni6p0M
I44.3,Other and unspecified atrioventricular block,BJlk6uLTak7
I44.4,Left anterior fascicular block,H01Qe57bO16
I44.5,Left posterior fascicular block,FE7unwFOoEo
I44.6,Other and unspecified fascicular block,GkIzzyhX5ur
I44.7,"Left bundle-branch block, unspecified",xGDi7VnONK0
I45,Other conduction disorders,tyIbR6Bf2wL
I45.0,Right fascicular block,vSIA0thDtrC
I45.1,Other and unspecified right bundle-branch block,ELj7SAomXsH
I45.2,Bifascicular block,i6Awb2nKNPz
I45.3,Trifascicular block,zUmgCeOXELa
I45.4,Nonspecific intraventricular block,W7HfXMPRgi5
I45.5,Other specified heart block,yuWKS1kHZav
I45.6,Pre-excitation syndrome,ksG7MrDBTd6
I45.8,Other specified conduction disorders,ZdLwz1hDaFe
I45.9,"Conduction disorder, unspecified",U7vFfJKj9YO
I46,Cardiac arrest,mgxEzANweAX
I46.0,Cardiac arrest with successful resuscitation,N3nSszadJk8
I46.1,"Sudden cardiac death, so described",PUjtjlhMCCo
I46.9,"Cardiac arrest, unspecified",ZJR6cjcjPEW
I47,Paroxysmal tachycardia,qUnHcuK4hkg
I47.0,Re-entry ventricular arrhythmia,HufPK1mk2uD
I47.1,Supraventricular tachycardia,ianzTbfvMfa
I47.2,Ventricular tachycardia,fWkNyvr1HGw
I47.9,"Paroxysmal tachycardia, unspecified",NSZhxdnR4Sx
I48,Atrial fibrillation and flutter,pdMmUihkw7b
I48.0,Paroxysmal atrial fibrillation,ECW3a90eIuq
I48.1,Persistent atrial fibrillation,acNxeqGX4ma
I48.2,Chronic atrial fibrillation,bmOEtVmLllW
I48.3,Typical atrial flutter,B0Qt66TIdtI
I48.4,Atypical atrial flutter,A3zuz9YbfC4
I48.9,"Atrial fibrillation and atrial flutter, unspecified",F7lLbVKYbNq
I49,Other cardiac arrhythmias,aVUlYA7lYNp
I49.0,Ventricular fibrillation and flutter,kmLAm6WGMTW
I49.1,Atrial premature depolarization,zYLnXY6g2gD
I49.2,Junctional premature depolarization,FpAVCFc2dD5
I49.3,Ventricular premature depolarization,AIq2OyIcCmb
I49.4,Other and unspecified premature depolarization,R1raiAuto8W
I49.5,Sick sinus syndrome,kNVrL8eNcgT
I49.8,Other specified cardiac arrhythmias,Z2vjKnBlFVa
I49.9,"Cardiac arrhythmia, unspecified",Grk5L46jC1T
I50,Heart failure,uOUpB6bNBRv
I50.0,Congestive heart failure,HztoCEn3B66
I50.1,Left ventricular failure,jH3opFE6t1h
I50.9,"Heart failure, unspecified",CNfQGNXD4iT
I51,Complications and ill-defined descriptions of heart disease,FWrzrpCR1m6
I51.0,"Cardiac septal defect, acquired",dLvcbAGHZHS
I51.1,"Rupture of chordae tendineae, not elsewhere classified",pQiJNnVAGNH
I51.2,"Rupture of papillary muscle, not elsewhere classified",JHrAP0VCy56
I51.3,"Intracardiac thrombosis, not elsewhere classified",U9sbVRw4MpL
I51.4,"Myocarditis, unspecified",gMJHak2Aedw
I51.5,Myocardial degeneration,ih7xFE2UuUE
I51.6,"Cardiovascular disease, unspecified",Bqwqk5kpIOX
I51.7,Cardiomegaly,C0Q1L2Wn1vT
I51.8,Other ill-defined heart diseases,i7JdXBiLmtY
I51.9,"Heart disease, unspecified",CRwSTM1T7Gq
I52,Other heart disorders in diseases classified elsewhere,OYr4UgRvizD
I52.0,Other heart disorders in bacterial diseases classified elsewhere,adexAfTf4sU
I52.1,Other heart disorders in other infectious and parasitic diseases classified elsewhere,jiInXd3gTvc
I52.8,Other heart disorders in other diseases classified elsewhere,XNgbvAbUWrq
I60,Subarachnoid haemorrhage,R31SmHwnk4s
I60.0,Subarachnoid haemorrhage from carotid siphon and bifurcation,SoU4lsLZ7XC
I60.1,Subarachnoid haemorrhage from middle cerebral artery,ieC8MJicqkK
I60.2,Subarachnoid haemorrhage from anterior communicating artery,g7qCHexDiET
I60.3,Subarachnoid haemorrhage from posterior communicating artery,AGym6INFAbS
I60.4,Subarachnoid haemorrhage from basilar artery,YMcILlgTgkJ
I60.5,Subarachnoid haemorrhage from vertebral artery,WpqmNtx0mXz
I60.6,Subarachnoid haemorrhage from other intracranial arteries,b7aHGY0cP3X
I60.7,"Subarachnoid haemorrhage from intracranial artery, unspecified",nrklWCrugud
I60.8,Other subarachnoid haemorrhage,cmlpmFROJBw
I60.9,"Subarachnoid haemorrhage, unspecified",oV8SZpLZg3O
I61,Intracerebral haemorrhage,r5J4wA1m905
I61.0,"Intracerebral haemorrhage in hemisphere, subcortical",Nnsk4Cl5Io8
I61.1,"Intracerebral haemorrhage in hemisphere, cortical",IhRwhYEgPnG
I61.2,"Intracerebral haemorrhage in hemisphere, unspecified",FA0pKkOkl9t
I61.3,Intracerebral haemorrhage in brain stem,uJCL3lMLqil
I61.4,Intracerebral haemorrhage in cerebellum,lQ1mLf3tM8h
I61.5,"Intracerebral haemorrhage, intraventricular",aR0yg1IpbV9
I61.6,"Intracerebral haemorrhage, multiple localized",tyLtDNjuqQO
I61.8,Other intracerebral haemorrhage,tuMXTOLw7tb
I61.9,"Intracerebral haemorrhage, unspecified",oueJcpdmCAY
I62,Other nontraumatic intracranial haemorrhage,hJlUQp6Bvtr
I62.0,Subdural haemorrhage (acute)(nontraumatic),ntB6e0U05LW
I62.1,Nontraumatic extradural haemorrhage,z9FVt1WqPab
I62.9,"Intracranial haemorrhage (nontraumatic), unspecified",BmelNb87eC0
I63,Cerebral infarction,uLHwDvLMVW0
I63.0,Cerebral infarction due to thrombosis of precerebral arteries,FQhgOtScW2y
I63.1,Cerebral infarction due to embolism of precerebral arteries,LWFaAjfz1mq
I63.2,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,BcP6vdQrb9x
I63.3,Cerebral infarction due to thrombosis of cerebral arteries,JpQ3zFZtfkV
I63.4,Cerebral infarction due to embolism of cerebral arteries,IouRBc2QwFZ
I63.5,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,har2N8jzgIL
I63.6,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",Hr8Gh47FtM0
I63.8,Other cerebral infarction,yKA06ZpZuxA
I63.9,"Cerebral infarction, unspecified",X0g5QJtZVeY
I64,"Stroke, not specified as haemorrhage or infarction",vwm7JF7cWUs
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",vD7AyfDzDEt
I65.0,Occlusion and stenosis of vertebral artery,URkRShfzEwS
I65.1,Occlusion and stenosis of basilar artery,oufEUmAkNTX
I65.2,Occlusion and stenosis of carotid artery,O18pRxj1PdC
I65.3,Occlusion and stenosis of multiple and bilateral precerebral arteries,o6TqodiBoz3
I65.8,Occlusion and stenosis of other precerebral artery,s4SlbddFPQ8
I65.9,Occlusion and stenosis of unspecified precerebral artery,QJNgzHOeqQy
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",wfzDcJaYlCu
I66.0,Occlusion and stenosis of middle cerebral artery,hqLvfjvTxa1
I66.1,Occlusion and stenosis of anterior cerebral artery,IDqXM1hVAtN
I66.2,Occlusion and stenosis of posterior cerebral artery,CGOaKL3Hqbm
I66.3,Occlusion and stenosis of cerebellar arteries,t36nnYLud3U
I66.4,Occlusion and stenosis of multiple and bilateral cerebral arteries,GNYr92wS8Sc
I66.8,Occlusion and stenosis of other cerebral artery,r0vz7EwE7Bm
I66.9,Occlusion and stenosis of unspecified cerebral artery,DJJqbbLKIDw
